Ticker,Date,Price,Size,Value,1M_Log_Ret,1M_Simple_Ret,Momentum,1Y Beta
MXMX,11/30/2010,6124.0400,295120.4300,2.8892,0.0555,0.0571,1.1717,1.2500
MXMY,11/30/2010,172.6467,250426.4283,2.3454,0.0532,0.0546,1.3080,0.2400
MXNL,11/30/2010,96.9319,288586.0235,1.4546,0.0979,0.1028,0.9961,0.9400
MXNO,11/30/2010,354.7014,158710.6578,1.3942,0.1428,0.1535,1.0051,1.1700
MXNZ,11/30/2010,62.0344,12823.4511,1.6106,0.0513,0.0526,0.9951,0.1700
MXPE,11/30/2010,1747.7800,59121.9300,5.4065,0.0390,0.0398,1.4917,1.2100
MXPH,11/30/2010,15.4547,50490.5710,2.7125,0.0868,0.0906,1.3795,0.1800
MXPL,11/30/2010,586.0733,117692.4016,1.5975,0.0937,0.0982,1.1323,0.8600
MXPT,11/30/2010,85.2490,65802.7762,1.5012,0.0525,0.0539,0.9423,0.6700
MXRU,11/30/2010,838.8900,649146.5500,0.8365,0.1052,0.1110,1.0556,1.5500
MXSE,11/30/2010,1214.3430,403294.2265,2.1842,0.0866,0.0905,1.2327,1.0300
MXSG,11/30/2010,1315.5786,322055.2803,1.8938,0.0429,0.0438,1.1516,0.6000
MXTH,11/30/2010,13.1924,172919.3756,2.4731,0.0337,0.0343,1.4567,0.5700
MXTR,11/30/2010,634497.6395,192928.2529,1.9739,-0.0365,-0.0359,1.3539,0.7700
MXTW,11/30/2010,9.7340,560561.9866,1.9200,0.1175,0.1247,1.0358,0.4700
MXUS,11/30/2010,1127.5000,11708450.0000,2.1134,0.0632,0.0652,1.0638,1.0200
MXZA,11/30/2010,109.4109,377407.6087,2.4489,0.1418,0.1524,1.1761,0.6000
MXAT,10/31/2010,185.8343,69779.7186,1.0733,-0.1072,-0.1016,0.9072,1.1900
MXAU,10/31/2010,953.8100,977775.6100,1.9980,-0.0202,-0.0200,0.9701,0.4000
MXBE,10/31/2010,74.9794,207168.9765,1.5116,-0.1313,-0.1230,1.0130,0.7400
MXBR,10/31/2010,3710.8100,1071492.9400,2.1682,-0.0506,-0.0493,1.0237,1.4600
MXCA,10/31/2010,1587.8133,1351048.1690,2.0050,0.0098,0.0098,1.0892,0.9100
MXCH,10/31/2010,861.8038,927691.5224,2.6471,-0.0415,-0.0407,1.0364,0.6700
MXCL,10/31/2010,2796.9700,173039.5400,3.1207,0.0103,0.0103,1.4523,0.6800
MXCN,10/31/2010,8.8406,1363505.7760,2.4895,-0.0243,-0.0240,1.0215,0.6800
MXCO,10/31/2010,1248.4200,149696.4900,2.5167,-0.1429,-0.1332,1.5364,0.6400
MXCZ,10/31/2010,18.7843,40928.3165,1.9876,-0.1162,-0.1097,0.9113,0.6400
MXDE,10/31/2010,136.6487,1137654.3340,1.5293,-0.0517,-0.0504,0.9801,0.9900
MXDK,10/31/2010,708.6573,151698.2577,2.3836,-0.0651,-0.0631,1.1755,0.7500
MXEG,10/31/2010,238.7546,35507.6743,2.0240,-0.0086,-0.0085,1.1170,0.3400
MXES,10/31/2010,169.6360,574027.3374,1.5018,-0.2364,-0.2105,0.8091,1.0500
MXFI,10/31/2010,132.1046,152422.5474,1.8578,-0.0961,-0.0916,1.0188,0.9600
MXFR,10/31/2010,146.4937,1675924.2270,1.3823,-0.1195,-0.1126,0.9413,1.0000
MXGB,10/31/2010,2692.3136,2507680.2240,1.8956,-0.0550,-0.0535,1.0217,0.8400
MXGR,10/31/2010,56.8747,46560.3750,0.8859,-0.1678,-0.1545,0.5438,0.9600
MXHK,10/31/2010,1408.9430,532510.4864,1.8414,0.0158,0.0160,1.1712,0.5000
MXHU,10/31/2010,6.7964,26899.4365,1.4412,-0.2171,-0.1952,0.9758,1.0000
MXID,10/31/2010,0.5243,214048.7784,4.5628,-0.0748,-0.0721,1.4035,0.4400
MXIE,10/31/2010,28.6252,34359.7771,1.0336,-0.0852,-0.0817,0.7938,0.9700
MXIL,10/31/2010,269.6800,119515.4900,2.3230,-0.0208,-0.0206,1.0369,0.4200
MXIN,10/31/2010,18.0504,853718.4834,3.9333,-0.0676,-0.0654,1.2112,0.6500
MXIT,10/31/2010,87.0863,492493.9454,0.9414,-0.1735,-0.1593,0.8563,1.0600
MXJP,10/31/2010,6.3204,2904270.4500,1.0939,0.0218,0.0220,1.0220,0.4100
MXKR,10/31/2010,0.4660,768131.9779,1.5372,0.0004,0.0004,1.2119,0.5400
MXMX,10/31/2010,6020.4500,287427.6000,2.8424,0.0171,0.0172,1.1049,1.2200
MXMY,10/31/2010,178.6920,258718.9722,2.4277,-0.0344,-0.0338,1.2733,0.2200
MXNL,10/31/2010,107.4315,318849.8764,1.5245,-0.1028,-0.0977,1.0140,0.8900
MXNO,10/31/2010,386.8853,173392.6679,1.4255,-0.0869,-0.0832,1.0104,1.2300
MXNZ,10/31/2010,62.9920,13027.2558,1.5969,-0.0153,-0.0152,0.9713,0.1700
MXPE,10/31/2010,1816.5200,61000.5400,6.0503,-0.0386,-0.0378,1.1958,1.2200
MXPH,10/31/2010,17.8610,58189.7380,3.1358,-0.1447,-0.1347,1.3886,0.2000
MXPL,10/31/2010,647.5144,129797.2029,1.7733,-0.0997,-0.0949,1.0625,0.8000
MXPT,10/31/2010,99.4159,76699.8665,1.6491,-0.1537,-0.1425,0.8521,0.6300
MXRU,10/31/2010,839.5700,650447.7900,0.8490,-0.0008,-0.0008,1.0390,1.5800
MXSE,10/31/2010,1246.1294,413927.2930,2.1347,-0.0258,-0.0255,1.2127,1.0200
MXSG,10/31/2010,1336.8685,321091.1720,1.8753,-0.0161,-0.0159,1.1705,0.5400
MXTH,10/31/2010,13.1665,172328.5127,2.2944,0.0020,0.0020,1.5310,0.5100
MXTR,10/31/2010,704819.4542,214255.3589,2.2078,-0.1051,-0.0998,1.5364,0.8100
MXTW,10/31/2010,9.5836,552218.7276,1.9642,0.0156,0.0157,1.0947,0.4500
MXUS,10/31/2010,1128.8700,11720670.0000,2.2118,-0.0012,-0.0012,1.0442,1.0600
MXZA,10/31/2010,112.7127,389288.0294,2.4837,-0.0297,-0.0293,1.2149,0.6000
MXAT,9/30/2010,173.1919,62582.5680,1.0220,0.0705,0.0730,0.8067,1.2200
MXAU,9/30/2010,939.1900,972732.7400,2.0241,0.0154,0.0156,0.9446,0.4400
MXBE,9/30/2010,71.7093,197909.1993,1.4835,0.0446,0.0456,0.9339,0.7100
MXBR,9/30/2010,3665.2300,1050168.4100,2.1253,0.0124,0.0124,1.0026,1.6100
MXCA,9/30/2010,1537.2620,1306206.0840,1.9635,0.0324,0.0329,1.0899,0.8900
MXCH,9/30/2010,839.2834,904468.9412,2.5709,0.0265,0.0268,0.9988,0.7300
MXCL,9/30/2010,2757.7400,171091.6900,3.0770,0.0141,0.0142,1.3913,0.8600
MXCN,9/30/2010,8.5125,1317560.2560,2.3750,0.0378,0.0386,0.9640,0.8300
MXCO,9/30/2010,1179.1700,134961.1600,2.3771,0.0571,0.0587,1.5032,0.7300
MXCZ,9/30/2010,18.6468,40686.9843,2.0133,0.0073,0.0074,0.8777,0.8200
MXDE,9/30/2010,126.3003,1051196.7340,1.4441,0.0788,0.0819,0.9095,0.9900
MXDK,9/30/2010,682.9705,146201.7721,2.3455,0.0369,0.0376,1.0824,0.8200
MXEG,9/30/2010,239.9667,35754.7690,2.0172,-0.0051,-0.0051,0.9139,0.4000
MXES,9/30/2010,162.1597,546542.5184,1.4668,0.0451,0.0461,0.7590,1.0300
MXFI,9/30/2010,126.5570,145850.9402,1.8324,0.0429,0.0438,0.9026,0.9000
MXFR,9/30/2010,138.8968,1589160.2910,1.3391,0.0533,0.0547,0.8512,1.0000
MXGB,9/30/2010,2584.4564,2411817.0600,1.8242,0.0409,0.0417,0.9629,0.8600
MXGR,9/30/2010,52.5051,41107.1399,0.8356,0.0799,0.0832,0.4541,0.9000
MXHK,9/30/2010,1380.7456,521128.5402,1.8035,0.0202,0.0204,1.0144,0.6300
MXHU,9/30/2010,6.4502,26016.3795,1.4245,0.0523,0.0537,0.8698,1.0800
MXID,9/30/2010,0.5108,208066.8620,4.7383,0.0260,0.0263,1.2658,0.4700
MXIE,9/30/2010,27.9619,33455.9315,1.0316,0.0234,0.0237,0.7767,0.9100
MXIL,9/30/2010,270.7700,117316.7100,2.3324,-0.0040,-0.0040,1.0027,0.3900
MXIN,9/30/2010,17.7794,845108.1375,3.8501,0.0151,0.0152,1.1294,0.7000
MXIT,9/30/2010,81.5838,461258.5533,0.8971,0.0653,0.0674,0.7774,1.0200
MXJP,9/30/2010,6.1952,2866129.0790,1.1118,0.0200,0.0202,0.9648,0.5300
MXKR,9/30/2010,0.4605,758694.6260,1.5340,0.0119,0.0119,1.0914,0.5600
MXMX,9/30/2010,5568.5100,263385.9000,2.7653,0.0780,0.0812,1.0962,1.2700
MXMY,9/30/2010,174.2876,252558.0325,2.3473,0.0250,0.0253,1.2220,0.2500
MXNL,9/30/2010,105.2826,313044.3086,1.5265,0.0202,0.0204,0.9120,0.9100
MXNO,9/30/2010,370.2453,166347.3666,1.3659,0.0440,0.0449,0.9256,1.1800
MXNZ,9/30/2010,59.0709,12195.8459,1.5567,0.0643,0.0664,0.8535,0.2200
MXPE,9/30/2010,1558.3700,51356.3600,5.1905,0.1533,0.1657,1.2064,1.2600
MXPH,9/30/2010,17.5065,56899.9222,3.1471,0.0200,0.0202,1.2246,0.3000
MXPL,9/30/2010,620.6731,125238.4240,1.7395,0.0423,0.0432,0.9812,0.7500
MXPT,9/30/2010,90.7092,69779.3614,1.5374,0.0917,0.0960,0.7808,0.6900
MXRU,9/30/2010,800.1000,617153.1700,0.8105,0.0482,0.0493,1.0043,1.4900
MXSE,9/30/2010,1236.0529,410859.0245,2.1430,0.0081,0.0082,1.0223,0.9700
MXSG,9/30/2010,1294.0533,308899.8171,1.8462,0.0326,0.0331,1.1384,0.6000
MXTH,9/30/2010,12.9136,169690.9034,2.2813,0.0194,0.0196,1.3588,0.6300
MXTR,9/30/2010,665630.9573,202969.9628,2.1125,0.0572,0.0589,1.2478,0.7500
MXTW,9/30/2010,9.3320,535680.0400,1.9018,0.0266,0.0270,1.0262,0.4400
MXUS,9/30/2010,1087.3400,11293340.0000,2.1213,0.0375,0.0382,1.0132,1.0400
MXZA,9/30/2010,111.3920,384032.3736,2.4475,0.0118,0.0119,1.1291,0.6000
MXAT,8/31/2010,152.2934,55252.8878,0.9664,0.1286,0.1372,0.7963,1.2400
MXAU,8/31/2010,903.5800,922613.6200,1.9473,0.0387,0.0394,0.9440,0.4300
MXBE,8/31/2010,63.8003,176596.7548,1.4134,0.1169,0.1240,0.9525,0.7800
MXBR,8/31/2010,3319.1400,891834.9700,1.9246,0.0992,0.1043,1.0650,1.6600
MXCA,8/31/2010,1433.1865,1210378.4810,1.9003,0.0701,0.0726,1.0475,0.9100
MXCH,8/31/2010,796.9496,856310.2952,2.5290,0.0518,0.0531,0.9856,0.7400
MXCL,8/31/2010,2501.3000,154560.0700,2.7828,0.0976,0.1025,1.3057,0.8500
MXCN,8/31/2010,7.8410,1222898.9930,2.2140,0.0822,0.0856,1.0547,0.8700
MXCO,8/31/2010,1103.3000,125459.3600,2.2242,0.0665,0.0688,1.2549,0.7600
MXCZ,8/31/2010,17.5471,38405.4233,2.0476,0.0608,0.0627,0.8780,0.8200
MXDE,8/31/2010,111.6027,910206.8657,1.3697,0.1237,0.1317,0.9284,0.9700
MXDK,8/31/2010,609.9971,131005.8798,2.2464,0.1130,0.1196,1.1044,0.8300
MXEG,8/31/2010,234.1034,35100.0818,1.9683,0.0247,0.0250,0.9354,0.3700
MXES,8/31/2010,146.7737,493836.1615,1.4250,0.0997,0.1048,0.7961,1.0300
MXFI,8/31/2010,107.7804,124856.2171,1.6750,0.1606,0.1742,0.8657,0.9200
MXFR,8/31/2010,121.4210,1387573.2310,1.2597,0.1345,0.1439,0.8714,1.0000
MXGB,8/31/2010,2375.6736,2212420.0760,1.7355,0.0842,0.0879,0.9992,0.8700
MXGR,8/31/2010,52.3802,39768.6449,0.8849,0.0024,0.0024,0.5100,0.9200
MXHK,8/31/2010,1215.0580,459169.8031,1.6347,0.1278,0.1364,1.0324,0.6300
MXHU,8/31/2010,5.5526,22666.4023,1.3657,0.1498,0.1616,0.9093,1.0800
MXID,8/31/2010,0.4471,182950.3223,4.2089,0.1332,0.1425,1.2553,0.4900
MXIE,8/31/2010,26.3804,31706.4217,1.0447,0.0582,0.0599,0.8184,1.0200
MXIL,8/31/2010,247.6700,106640.7400,2.1333,0.0892,0.0933,0.9962,0.3700
MXIN,8/31/2010,15.3064,725123.6931,3.4831,0.1498,0.1616,1.0987,0.7000
MXIT,8/31/2010,73.4059,414201.3736,0.8639,0.1056,0.1114,0.7982,1.0200
MXJP,8/31/2010,5.9538,2755900.8870,1.0766,0.0397,0.0405,0.9739,0.5200
MXKR,8/31/2010,0.4105,673624.4453,1.4420,0.1149,0.1218,1.0422,0.5500
MXMX,8/31/2010,5024.4900,237489.4800,2.4951,0.1028,0.1083,1.1586,1.2700
MXMY,8/31/2010,165.5312,242518.1270,2.2672,0.0515,0.0529,1.2037,0.2500
MXNL,8/31/2010,93.1246,275921.3798,1.4493,0.1227,0.1306,0.9681,0.9200
MXNO,8/31/2010,321.6696,145575.7242,1.2712,0.1406,0.1510,1.0050,1.2100
MXNZ,8/31/2010,54.8094,11293.6035,1.5213,0.0749,0.0778,0.8890,0.2000
MXPE,8/31/2010,1404.1100,45466.9000,4.6767,0.1042,0.1099,1.1164,1.2700
MXPH,8/31/2010,14.6994,48023.0337,2.7275,0.1748,0.1910,1.1919,0.2900
MXPL,8/31/2010,529.6904,106217.2275,1.5992,0.1585,0.1718,1.0765,0.7600
MXPT,8/31/2010,82.0471,63653.1149,1.4926,0.1004,0.1056,0.7956,0.7000
MXRU,8/31/2010,755.8900,578164.2100,0.7702,0.0568,0.0585,1.0915,1.5800
MXSE,8/31/2010,1043.9633,343891.1186,1.9799,0.1689,0.1840,1.1319,0.9800
MXSG,8/31/2010,1200.5316,286166.5495,1.7619,0.0750,0.0779,1.1413,0.6100
MXTH,8/31/2010,11.3841,149060.6809,2.0735,0.1261,0.1344,1.1701,0.6400
MXTR,8/31/2010,576177.9001,176041.9327,1.9402,0.1443,0.1553,1.2284,0.7800
MXTW,8/31/2010,8.4227,482368.3721,1.7598,0.1025,0.1080,1.0094,0.4700
MXUS,8/31/2010,998.2800,10369150.0000,1.9470,0.0855,0.0892,1.0410,1.0400
MXZA,8/31/2010,97.7639,334398.1755,2.4204,0.1305,0.1394,1.1349,0.6200
MXAT,7/31/2010,160.0076,58284.1081,1.0020,-0.0494,-0.0482,0.7192,1.2400
MXAU,7/31/2010,924.1300,942675.9500,1.9916,-0.0225,-0.0222,0.9587,0.4300
MXBE,7/31/2010,66.5448,183884.0290,1.4543,-0.0421,-0.0412,0.9269,0.7900
MXBR,7/31/2010,3442.5200,923668.7100,2.0855,-0.0365,-0.0358,1.0786,1.6600
MXCA,7/31/2010,1466.3036,1243698.2070,1.9069,-0.0228,-0.0226,1.0513,0.9100
MXCH,7/31/2010,783.7921,840897.3809,2.5351,0.0166,0.0168,0.9718,0.7400
MXCL,7/31/2010,2333.1600,144966.7000,2.5957,0.0696,0.0721,1.2524,0.8500
MXCN,7/31/2010,8.0617,1247009.3990,2.3282,-0.0278,-0.0274,1.0535,0.8700
MXCO,7/31/2010,1013.7300,113447.1900,2.1437,0.0847,0.0884,1.2894,0.7600
MXCZ,7/31/2010,18.4676,40624.7437,1.9846,-0.0511,-0.0498,0.7695,0.8200
MXDE,7/31/2010,119.0099,969157.0215,1.4380,-0.0643,-0.0622,0.8988,0.9700
MXDK,7/31/2010,642.5445,138920.9148,2.3904,-0.0520,-0.0507,1.0236,0.8300
MXEG,7/31/2010,230.3228,34480.3388,2.1303,0.0163,0.0164,0.9003,0.3700
MXES,7/31/2010,156.2889,523173.5182,1.4757,-0.0628,-0.0609,0.6902,1.0300
MXFI,7/31/2010,112.6564,130033.1324,1.7201,-0.0442,-0.0433,0.8050,0.9200
MXFR,7/31/2010,129.8667,1482457.9350,1.3795,-0.0672,-0.0650,0.8247,1.0000
MXGB,7/31/2010,2446.1128,2276412.6560,1.7175,-0.0292,-0.0288,0.9159,0.8800
MXGR,7/31/2010,57.9462,43591.6392,0.8600,-0.1010,-0.0961,0.4393,0.9100
MXHK,7/31/2010,1205.8540,454405.4827,1.6199,0.0076,0.0076,1.0518,0.6300
MXHU,7/31/2010,5.7947,23228.6323,1.3937,-0.0427,-0.0418,0.8643,1.0800
MXID,7/31/2010,0.4611,187838.3719,4.3342,-0.0308,-0.0303,1.3311,0.5000
MXIE,7/31/2010,31.2891,36396.5054,1.4718,-0.1706,-0.1569,0.8196,1.0300
MXIL,7/31/2010,242.0100,104595.8100,2.0357,0.0231,0.0234,1.0081,0.3700
MXIN,7/31/2010,15.5323,728712.7133,3.4957,-0.0147,-0.0145,1.2137,0.7000
MXIT,7/31/2010,79.5537,448497.4269,0.9236,-0.0804,-0.0773,0.7368,1.0200
MXJP,7/31/2010,6.1191,2820835.6010,1.1363,-0.0274,-0.0270,0.9149,0.5200
MXKR,7/31/2010,0.4215,689568.3905,1.4932,-0.0263,-0.0260,1.0892,0.5600
MXMX,7/31/2010,5291.6000,249067.4300,2.6254,-0.0518,-0.0505,1.1148,1.2700
MXMY,7/31/2010,155.5187,229292.2739,2.2696,0.0624,0.0644,1.1918,0.2500
MXNL,7/31/2010,101.1872,299061.5473,1.7073,-0.0830,-0.0797,0.9478,0.9200
MXNO,7/31/2010,340.0172,154760.2911,1.1716,-0.0555,-0.0540,0.9548,1.2100
MXNZ,7/31/2010,57.0024,11748.3520,1.4984,-0.0392,-0.0385,0.8835,0.2000
MXPE,7/31/2010,1352.8700,45110.0500,4.6973,0.0372,0.0379,1.2211,1.2800
MXPH,7/31/2010,14.0450,45730.0359,2.7059,0.0455,0.0466,1.1487,0.3000
MXPL,7/31/2010,551.1402,110180.3968,1.5758,-0.0397,-0.0389,0.8913,0.7600
MXPT,7/31/2010,83.8465,65273.0569,1.4639,-0.0217,-0.0215,0.7784,0.6900
MXRU,7/31/2010,786.2100,601550.7000,0.7934,-0.0393,-0.0386,1.1299,1.5800
MXSE,7/31/2010,1113.2255,364596.9596,2.0595,-0.0642,-0.0622,1.0290,0.9800
MXSG,7/31/2010,1217.1458,288625.1504,1.8367,-0.0137,-0.0137,1.1200,0.6100
MXTH,7/31/2010,10.4666,137065.5169,1.9719,0.0840,0.0877,1.2303,0.6400
MXTR,7/31/2010,585745.0070,177401.3870,1.9774,-0.0165,-0.0163,1.0978,0.7800
MXTW,7/31/2010,8.6402,492600.3346,1.7469,-0.0255,-0.0252,1.0615,0.4700
MXUS,7/31/2010,1047.1400,10885250.0000,2.0762,-0.0478,-0.0467,1.0104,1.0500
MXZA,7/31/2010,101.0495,351263.4751,2.4760,-0.0331,-0.0325,1.0443,0.6300
MXAT,6/30/2010,135.8811,49663.8227,0.9058,0.1634,0.1776,0.8755,1.2400
MXAU,6/30/2010,882.8400,900356.0900,1.9012,0.0457,0.0468,1.0459,0.4400
MXBE,6/30/2010,60.2186,165769.1514,1.4010,0.0999,0.1051,1.0351,0.8000
MXBR,6/30/2010,3028.0300,811706.8300,1.8145,0.1283,0.1369,1.1457,1.6600
MXCA,6/30/2010,1369.7364,1159684.9430,1.8327,0.0681,0.0705,1.0933,0.9100
MXCH,6/30/2010,744.2308,800742.4564,2.4732,0.0518,0.0532,0.9838,0.7400
MXCL,6/30/2010,2082.8500,128084.5700,2.3173,0.1135,0.1202,1.1843,0.8600
MXCN,6/30/2010,7.7292,1188947.6950,2.2374,0.0421,0.0430,0.9705,0.8800
MXCO,6/30/2010,895.4700,99519.0600,1.8937,0.1240,0.1321,1.2758,0.7600
MXCZ,6/30/2010,16.2150,35701.8534,1.9231,0.1301,0.1389,0.8226,0.8200
MXDE,6/30/2010,108.5992,883725.3327,1.3968,0.0915,0.0959,0.9354,0.9700
MXDK,6/30/2010,582.1313,128094.3741,2.3044,0.0987,0.1038,1.0903,0.8400
MXEG,6/30/2010,218.6620,33093.1872,2.0206,0.0520,0.0533,1.0760,0.3600
MXES,6/30/2010,128.6004,433814.8979,1.3252,0.1950,0.2153,0.7312,1.0200
MXFI,6/30/2010,100.3113,116180.9055,1.6305,0.1161,0.1231,0.9340,0.9200
MXFR,6/30/2010,115.5467,1317848.9350,1.3061,0.1168,0.1239,0.9021,1.0000
MXGB,6/30/2010,2179.8697,2014800.3730,1.7038,0.1152,0.1221,0.9746,0.8800
MXGR,6/30/2010,44.6400,34559.5382,0.7053,0.2609,0.2981,0.5313,0.9100
MXHK,6/30/2010,1140.0493,429410.0317,1.5308,0.0561,0.0577,0.9483,0.6400
MXHU,6/30/2010,5.1020,20689.6767,1.3111,0.1273,0.1358,1.0856,1.0800
MXID,6/30/2010,0.4376,178142.2872,3.9574,0.0524,0.0538,1.2499,0.4900
MXIE,6/30/2010,29.2452,33247.4023,1.5403,0.0676,0.0699,0.9293,1.0500
MXIL,6/30/2010,244.5100,101623.9600,2.0567,-0.0103,-0.0102,1.0040,0.3700
MXIN,6/30/2010,15.4625,729222.0112,3.4750,0.0045,0.0045,1.1565,0.7100
MXIT,6/30/2010,68.6269,388756.8853,0.8440,0.1477,0.1592,0.8140,1.0100
MXJP,6/30/2010,5.8912,2714363.3290,1.1183,0.0380,0.0387,0.9641,0.5200
MXKR,6/30/2010,0.3921,640896.6577,1.5485,0.0722,0.0749,1.0841,0.5600
MXMX,6/30/2010,5009.6000,236366.8400,2.4943,0.0548,0.0563,1.2062,1.2700
MXMY,6/30/2010,148.6188,219139.7825,2.1924,0.0454,0.0464,1.1450,0.2500
MXNL,6/30/2010,91.2779,270429.8376,1.6395,0.1031,0.1086,1.0038,0.9200
MXNO,6/30/2010,288.4281,134523.1124,1.2339,0.1646,0.1789,1.0115,1.2100
MXNZ,6/30/2010,53.2605,10974.7710,1.4557,0.0679,0.0703,0.9538,0.2000
MXPE,6/30/2010,1252.7000,40378.7900,4.3495,0.0769,0.0800,1.2774,1.2700
MXPH,6/30/2010,13.6084,44340.4595,2.6823,0.0316,0.0321,1.1039,0.3000
MXPL,6/30/2010,461.5788,90669.7761,1.4498,0.1773,0.1940,1.0300,0.7700
MXPT,6/30/2010,75.5276,59088.9968,1.4037,0.1045,0.1101,0.8370,0.7000
MXRU,6/30/2010,707.4700,542605.5000,0.7362,0.1055,0.1113,1.2079,1.5800
MXSE,6/30/2010,995.4578,324501.7591,1.9638,0.1118,0.1183,1.0420,0.9900
MXSG,6/30/2010,1127.8947,266437.7113,1.7487,0.0762,0.0791,1.0424,0.6200
MXTH,6/30/2010,9.8479,129301.3091,1.8647,0.0609,0.0628,1.2105,0.6400
MXTR,6/30/2010,506526.0892,154478.4121,1.7918,0.1453,0.1564,1.1492,0.7900
MXTW,6/30/2010,8.0633,462574.6814,1.6353,0.0691,0.0715,1.0446,0.4800
MXUS,6/30/2010,979.8800,10220810.0000,1.9374,0.0664,0.0686,1.1035,1.0500
MXZA,6/30/2010,89.8959,313221.6176,2.3057,0.1170,0.1241,1.1379,0.6400
MXAT,5/31/2010,147.8597,53664.0984,0.9988,-0.0845,-0.0810,1.1377,1.2400
MXAU,5/31/2010,911.4800,932647.2700,1.9629,-0.0319,-0.0314,1.2181,0.4300
MXBE,5/31/2010,61.3029,167865.7041,1.4218,-0.0178,-0.0177,1.2282,0.8100
MXBR,5/31/2010,3170.1400,838059.4200,1.8990,-0.0459,-0.0448,1.3939,1.6800
MXCA,5/31/2010,1448.8883,1223933.9400,1.9087,-0.0562,-0.0546,1.3088,0.9200
MXCH,5/31/2010,712.9655,774387.4692,2.5414,0.0429,0.0439,1.2335,0.7400
MXCL,5/31/2010,2062.0800,126127.1400,2.2963,0.0100,0.0101,1.2454,0.8600
MXCN,5/31/2010,7.6599,1166185.3960,2.2135,0.0090,0.0091,1.1501,0.8900
MXCO,5/31/2010,857.1400,94631.6700,1.8046,0.0437,0.0447,1.4494,0.7800
MXCZ,5/31/2010,17.1706,37591.3091,2.1237,-0.0573,-0.0557,1.1182,0.8200
MXDE,5/31/2010,109.0653,885307.8110,1.3986,-0.0043,-0.0043,1.1870,0.9800
MXDK,5/31/2010,577.6099,126582.5958,2.2766,0.0078,0.0078,1.3149,0.8400
MXEG,5/31/2010,239.8975,36269.7239,2.2048,-0.0927,-0.0885,1.3655,0.3600
MXES,5/31/2010,129.4172,437197.7120,1.3297,-0.0063,-0.0063,1.0068,1.0200
MXFI,5/31/2010,107.9009,123110.2076,1.7484,-0.0729,-0.0703,1.0878,0.9300
MXFR,5/31/2010,117.8968,1349316.6300,1.3290,-0.0201,-0.0199,1.1656,1.0000
MXGB,5/31/2010,2228.9477,2059999.0300,1.7992,-0.0223,-0.0220,1.2096,0.8800
MXGR,5/31/2010,50.0407,38376.9908,0.7882,-0.1142,-0.1079,0.7848,0.9000
MXHK,5/31/2010,1108.2092,417434.7216,1.4881,0.0283,0.0287,1.1612,0.6400
MXHU,5/31/2010,5.7158,22521.1073,1.4140,-0.1136,-0.1074,1.6397,1.0900
MXID,5/31/2010,0.4139,168453.1674,3.8284,0.0556,0.0572,1.6673,0.4900
MXIE,5/31/2010,31.6473,30103.5964,1.6617,-0.0789,-0.0759,1.2185,1.0500
MXIL,5/31/2010,248.5500,103748.8500,2.0907,-0.0164,-0.0163,1.2653,0.3700
MXIN,5/31/2010,14.8859,700086.6540,3.3556,0.0380,0.0387,1.3649,0.7200
MXIT,5/31/2010,69.7004,395149.5936,0.8910,-0.0155,-0.0154,1.0546,1.0100
MXJP,5/31/2010,6.0140,2757697.7210,1.1745,-0.0206,-0.0204,1.0989,0.5200
MXKR,5/31/2010,0.3875,632727.5873,1.5093,0.0117,0.0118,1.4877,0.5700
MXMX,5/31/2010,5162.4300,246157.8500,2.5704,-0.0301,-0.0296,1.4228,1.2700
MXMY,5/31/2010,143.6868,212240.3464,2.1469,0.0337,0.0343,1.3603,0.2500
MXNL,5/31/2010,92.0281,272870.7181,1.6435,-0.0082,-0.0082,1.3071,0.9300
MXNO,5/31/2010,298.5925,137062.0759,1.2719,-0.0346,-0.0340,1.3647,1.2100
MXNZ,5/31/2010,53.9302,11097.7427,1.4990,-0.0125,-0.0124,1.2002,0.2100
MXPE,5/31/2010,1251.5700,41999.5800,4.3456,0.0009,0.0009,1.4499,1.2700
MXPH,5/31/2010,13.3419,43191.6559,2.6125,0.0198,0.0200,1.3488,0.3000
MXPL,5/31/2010,504.6644,98185.6607,1.5591,-0.0892,-0.0854,1.5232,0.7700
MXPT,5/31/2010,76.0815,59087.3263,1.4096,-0.0073,-0.0073,0.9772,0.7000
MXRU,5/31/2010,738.4800,572898.5100,0.8239,-0.0429,-0.0420,1.4786,1.5800
MXSE,5/31/2010,967.0596,314881.2874,1.9205,0.0289,0.0294,1.4292,0.9900
MXSG,5/31/2010,1089.3865,257307.3432,1.6922,0.0347,0.0353,1.3342,0.6200
MXTH,5/31/2010,9.5091,124628.6140,1.8055,0.0350,0.0356,1.2968,0.6400
MXTR,5/31/2010,501514.0134,152430.4746,1.7696,0.0099,0.0100,1.5919,0.8000
MXTW,5/31/2010,8.2280,466364.3712,1.6603,-0.0202,-0.0200,1.2770,0.4800
MXUS,5/31/2010,1036.6000,10820280.0000,2.0491,-0.0563,-0.0547,1.2918,1.0500
MXZA,5/31/2010,93.4977,326447.9264,2.4000,-0.0393,-0.0385,1.2932,0.6400
MXAT,4/30/2010,178.0837,63948.6163,1.1498,-0.1860,-0.1697,1.1178,1.2200
MXAU,4/30/2010,990.1900,1011003.0700,2.1324,-0.0828,-0.0795,1.2867,0.4200
