Ticker,Date,Price,Size,Value,1M_Log_Ret,1M_Simple_Ret,Momentum,1Y Beta
MXAT,3/31/2024,162.7497,51693.8696,0.9667,,,0.9700,0.7400
MXAU,3/31/2024,1032.2622,1322609.5390,2.4122,,,0.6954,0.2600
MXBE,3/31/2024,83.8094,264973.0287,1.5301,,,0.9451,0.5600
MXBR,3/31/2024,1646.4000,659800.3500,1.4644,,,1.1877,0.7500
MXCA,3/31/2024,2093.0339,2255210.3870,2.0633,,,1.0499,0.7800
MXCH,3/31/2024,1668.2348,1767833.3720,3.9063,,,0.9899,0.4800
MXCL,3/31/2024,1039.4400,84961.4400,1.1773,,,0.9128,0.9700
MXCN,3/31/2024,7.0056,8560686.6520,1.1574,,,0.8467,0.5900
MXCO,3/31/2024,453.2500,14042.5100,0.9380,,,1.1835,0.9600
MXCZ,3/31/2024,13.0606,28304.5673,1.6271,,,0.7776,0.1900
MXDE,3/31/2024,188.4118,1918147.1460,1.6075,,,1.0458,0.7900
MXDK,3/31/2024,3335.7280,702397.0086,7.0491,,,1.2141,0.4500
MXEG,3/31/2024,113.9438,6904.0470,2.5870,,,1.4390,0.1200
MXES,3/31/2024,148.6825,632926.6663,1.4578,,,1.0577,0.6000
MXFI,3/31/2024,129.2497,195640.0313,1.6615,,,0.8926,0.6200
MXFR,3/31/2024,246.7966,3056479.8420,2.1128,,,1.0206,0.7100
MXGB,3/31/2024,2876.9219,2581387.4130,1.8309,,,0.9728,0.4500
MXGR,3/31/2024,5.8514,54024.0787,1.0802,,,1.3204,0.5200
MXHK,3/31/2024,1246.3771,501309.6400,0.8444,,,0.7951,0.3400
MXHU,3/31/2024,7.0549,24265.8284,1.0123,,,1.3313,0.4800
MXID,3/31/2024,0.4906,339401.1598,2.4845,,,0.9473,0.1400
MXIE,3/31/2024,74.3305,67461.0014,1.9929,,,1.0824,0.9100
MXIL,3/31/2024,225.8500,153175.9400,1.9617,,,1.2280,0.9200
MXIN,3/31/2024,31.6731,3124549.5050,4.2690,,,1.2899,0.2700
MXIT,3/31/2024,97.6498,669639.0357,1.4402,,,1.1811,0.7400
MXJP,3/31/2024,11.3179,5108854.7110,1.6728,,,1.1998,0.2900
MXKR,3/31/2024,0.6519,1419998.1780,1.1050,,,1.0794,0.4000
MXMX,3/31/2024,7076.7200,398119.9100,2.2294,,,1.0560,0.7800
MXMY,3/31/2024,101.7989,230020.8710,1.3920,,,1.0116,0.1400
MXNL,3/31/2024,294.0434,1054428.0470,3.4434,,,1.2044,1.0800
MXNO,3/31/2024,317.5905,217878.8561,1.7419,,,0.9703,0.3000
MXNZ,3/31/2024,95.2216,40372.5271,2.8290,,,0.9245,0.2000
MXPE,3/31/2024,1888.5100,100193.7400,2.2556,,,1.2608,1.2200
MXPH,3/31/2024,21.5165,126983.6122,1.7933,,,1.0575,0.1900
MXPL,3/31/2024,395.6657,126636.5861,1.1242,,,1.3221,0.8700
MXPT,3/31/2024,47.2325,55408.3057,1.7271,,,0.8405,0.4100
MXRU,3/31/2024,,103928.4400,,,,,
MXSE,3/31/2024,1860.7618,693842.1207,2.3970,,,1.0804,0.8000
MXSG,3/31/2024,1011.4364,346844.3534,1.3745,,,0.9194,0.4500
MXTH,3/31/2024,12.6358,290770.2164,1.7130,,,0.8562,0.2200
MXTR,3/31/2024,298967.0145,126513.5452,2.0559,,,1.2352,0.4600
MXTW,3/31/2024,25.0963,1548104.2260,2.7604,,,1.2066,0.3500
MXUS,3/31/2024,5008.1700,48226202.5400,4.8696,,,1.2300,1.1900
MXZA,3/31/2024,78.7562,245696.6128,1.4815,,,0.8840,0.6100
MXAT,2/29/2024,150.6600,48359.1771,0.9005,0.0772,0.0802,1.1065,0.8200
MXAU,2/29/2024,1007.8298,1287016.6040,2.3643,0.0240,0.0242,0.7144,0.2600
MXBE,2/29/2024,80.2548,251452.3035,1.4668,0.0433,0.0443,0.9571,0.6100
MXBR,2/29/2024,1688.4000,667467.0100,1.5957,-0.0252,-0.0249,1.2117,0.7700
MXCA,2/29/2024,2014.0301,2186594.9910,1.9383,0.0385,0.0392,1.0722,0.7500
MXCH,2/29/2024,1655.3343,1758297.9540,3.7715,0.0078,0.0078,1.0659,0.5100
MXCL,2/29/2024,1029.1500,83728.7200,1.2454,0.0099,0.0100,0.8428,0.9500
MXCN,2/29/2024,6.9408,8584933.2160,1.1940,0.0093,0.0093,0.7405,0.6900
MXCO,2/29/2024,417.7800,12694.0200,0.8646,0.0815,0.0849,1.2272,0.9100
MXCZ,2/29/2024,12.6381,27219.0374,1.6348,0.0329,0.0334,0.8605,0.2500
MXDE,2/29/2024,181.1700,1857193.1670,1.5334,0.0392,0.0400,1.0365,0.8300
MXDK,2/29/2024,3160.2620,670883.8677,6.6865,0.0540,0.0555,1.2187,0.4200
MXEG,2/29/2024,169.9398,10644.7177,2.7864,-0.3997,-0.3295,1.7166,0.2100
MXES,2/29/2024,133.8444,602107.8223,1.3171,0.1051,0.1109,1.0905,0.6200
MXFI,2/29/2024,131.8572,199639.3672,1.6944,-0.0200,-0.0198,0.9225,0.6400
MXFR,2/29/2024,239.1660,2968276.6630,2.0470,0.0314,0.0319,1.0360,0.7600
MXGB,2/29/2024,2765.5123,2480665.7990,1.6912,0.0395,0.0403,1.0295,0.4600
MXGR,2/29/2024,6.0156,55446.2502,0.8226,-0.0277,-0.0273,1.3236,0.5800
MXHK,2/29/2024,1340.1336,558559.0768,0.9225,-0.0725,-0.0700,0.7634,0.3500
MXHU,2/29/2024,7.2595,24876.4855,1.0592,-0.0286,-0.0282,1.4491,0.5300
MXID,2/29/2024,0.4961,341781.4895,2.3413,-0.0112,-0.0112,0.9735,0.1400
MXIE,2/29/2024,70.5672,64191.6350,1.9009,0.0520,0.0533,1.0690,0.9400
MXIL,2/29/2024,222.6800,151994.3800,2.0778,0.0141,0.0142,1.1069,0.9300
MXIN,2/29/2024,31.4177,3042509.7980,4.2106,0.0081,0.0081,1.3096,0.3000
MXIT,2/29/2024,91.0332,628540.5892,1.3758,0.0702,0.0727,1.1511,0.7900
MXJP,2/29/2024,11.0423,5017985.5530,1.6200,0.0247,0.0250,1.1684,0.3000
MXKR,2/29/2024,0.6199,1364504.4770,1.0273,0.0503,0.0516,1.0065,0.4000
MXMX,2/29/2024,6716.1700,377420.5700,2.1186,0.0523,0.0537,1.1131,0.8000
MXMY,2/29/2024,102.3482,221432.8229,1.4073,-0.0054,-0.0054,0.9738,0.1600
MXNL,2/29/2024,283.5432,1018379.4880,3.2657,0.0364,0.0370,1.1247,1.1300
MXNO,2/29/2024,309.4805,210925.3769,1.5577,0.0259,0.0262,1.0184,0.3000
MXNZ,2/29/2024,96.6210,40928.8910,2.8224,-0.0146,-0.0145,0.9390,0.2000
MXPE,2/29/2024,1710.0900,80255.3900,1.9956,0.0992,0.1043,1.1817,1.1800
MXPH,2/29/2024,21.8212,128680.3690,1.8461,-0.0141,-0.0140,1.0114,0.1900
MXPL,2/29/2024,392.5311,126941.0048,1.1937,0.0080,0.0080,1.4082,0.8800
MXPT,2/29/2024,48.8700,57751.7061,1.8051,-0.0341,-0.0335,0.9257,0.3900
MXRU,2/29/2024,,89964.0700,,,,,
MXSE,2/29/2024,1861.8824,689570.4571,2.3275,-0.0006,-0.0006,1.0637,0.8000
MXSG,2/29/2024,972.5767,337989.3135,1.3212,0.0392,0.0400,0.8977,0.5000
MXTH,2/29/2024,12.7421,297776.4809,1.7041,-0.0084,-0.0083,0.8250,0.2300
MXTR,2/29/2024,297997.8301,123730.7129,1.9774,0.0032,0.0033,1.1290,0.4300
MXTW,2/29/2024,23.2998,1453266.6140,2.5543,0.0743,0.0771,1.0960,0.3600
MXUS,2/29/2024,4859.2300,46775164.4100,4.7476,0.0302,0.0307,1.1829,1.1800
MXZA,2/29/2024,75.5743,236976.3551,1.4306,0.0412,0.0421,0.9357,0.6200
MXAT,1/31/2024,163.0972,52665.0994,0.9814,-0.0793,-0.0763,0.9953,0.8800
MXAU,1/31/2024,1019.6661,1302560.8560,2.2818,-0.0117,-0.0116,0.7218,0.2500
MXBE,1/31/2024,80.4636,252677.5877,1.5774,-0.0026,-0.0026,1.0058,0.6300
MXBR,1/31/2024,1692.7700,669748.3400,1.5998,-0.0026,-0.0026,1.2766,0.7500
MXCA,1/31/2024,2001.0080,2172670.3990,1.9478,0.0065,0.0065,1.0824,0.7400
MXCH,1/31/2024,1695.3589,1800213.7760,3.8566,-0.0239,-0.0236,1.1090,0.5300
MXCL,1/31/2024,974.7100,80640.8300,1.0872,0.0543,0.0559,0.9329,0.9500
MXCN,1/31/2024,6.4033,7877491.2970,1.1000,0.0806,0.0839,0.8656,0.6800
MXCO,1/31/2024,410.9000,12576.8100,0.9026,0.0166,0.0167,1.1741,0.8800
MXCZ,1/31/2024,13.2669,28961.0126,1.6729,-0.0486,-0.0474,0.9469,0.2800
MXDE,1/31/2024,174.5765,1787129.8240,1.4708,0.0371,0.0378,1.0916,0.8400
MXDK,1/31/2024,3053.4133,663377.3149,6.4488,0.0344,0.0350,1.2449,0.4700
MXEG,1/31/2024,194.1517,11864.3027,3.3024,-0.1332,-0.1247,1.3431,0.2300
MXES,1/31/2024,135.7227,612339.8080,1.3000,-0.0139,-0.0138,1.1261,0.6500
MXFI,1/31/2024,136.8294,209222.7115,2.0110,-0.0370,-0.0363,0.9237,0.6600
MXFR,1/31/2024,233.2099,2879703.4030,2.0176,0.0252,0.0255,1.0713,0.7700
MXGB,1/31/2024,2781.2231,2498691.6850,1.6875,-0.0057,-0.0056,1.0324,0.4800
MXGR,1/31/2024,5.8265,53582.0720,0.7931,0.0319,0.0325,1.1780,0.6100
MXHK,1/31/2024,1281.2725,530690.9651,0.8807,0.0449,0.0459,0.8518,0.3400
MXHU,1/31/2024,7.2103,24820.2289,1.0230,0.0068,0.0068,1.3518,0.6000
MXID,1/31/2024,0.4812,328857.6361,2.2773,0.0306,0.0311,1.0143,0.1400
MXIE,1/31/2024,68.0295,61838.1504,1.8241,0.0366,0.0373,1.0681,0.9500
MXIL,1/31/2024,204.7000,140608.0100,1.9100,0.0842,0.0878,1.0958,0.9300
MXIN,1/31/2024,30.6204,2955334.9550,4.3628,0.0257,0.0260,1.2933,0.3300
MXIT,1/31/2024,86.1165,595404.7984,1.2955,0.0555,0.0571,1.1638,0.8100
MXJP,1/31/2024,10.7332,4884523.5820,1.5401,0.0284,0.0288,1.1518,0.3200
MXKR,1/31/2024,0.5824,1282572.5980,0.9772,0.0624,0.0644,1.1598,0.4000
MXMX,1/31/2024,6919.5400,388491.8500,2.0982,-0.0298,-0.0294,1.1683,0.8100
MXMY,1/31/2024,99.9641,216176.1554,1.3813,0.0236,0.0239,0.9742,0.1700
MXNL,1/31/2024,270.3386,983354.9005,3.1893,0.0477,0.0488,1.1166,1.1300
MXNO,1/31/2024,323.2940,224739.3586,1.6860,-0.0437,-0.0427,1.0336,0.2900
MXNZ,1/31/2024,97.5523,41052.2090,2.8222,-0.0096,-0.0095,0.9890,0.2300
MXPE,1/31/2024,1599.9000,79447.5400,1.9869,0.0666,0.0689,1.2580,1.1700
MXPH,1/31/2024,20.7295,122702.7736,1.7528,0.0513,0.0527,1.0161,0.2100
MXPL,1/31/2024,369.5586,119375.9990,1.1220,0.0603,0.0622,1.4247,0.9300
MXPT,1/31/2024,52.4489,62176.1361,1.9434,-0.0707,-0.0682,1.0851,0.4200
MXRU,1/31/2024,,99408.5700,,,,,
MXSE,1/31/2024,1777.3146,657553.6247,2.1284,0.0465,0.0476,1.1061,0.8200
MXSG,1/31/2024,966.5570,337098.1675,1.2724,0.0062,0.0062,0.9876,0.5000
MXTH,1/31/2024,12.7805,298821.4732,1.5969,-0.0030,-0.0030,0.9267,0.2400
MXTR,1/31/2024,288979.6033,118868.5711,1.8630,0.0307,0.0312,0.9377,0.4700
MXTW,1/31/2024,22.0947,1385705.6440,2.4299,0.0531,0.0545,1.1469,0.3500
MXUS,1/31/2024,4618.9000,44505663.8200,4.6186,0.0507,0.0520,1.2052,1.1800
MXZA,1/31/2024,79.9105,250392.7097,1.4696,-0.0558,-0.0543,1.0227,0.5900
MXAT,12/31/2023,162.2757,53339.2078,0.9576,0.0050,0.0051,1.0133,0.8700
MXAU,12/31/2023,1040.0956,1328736.0240,2.2664,-0.0198,-0.0196,0.6311,0.2700
MXBE,12/31/2023,82.5374,259013.0809,1.5868,-0.0254,-0.0251,0.9700,0.6200
MXBR,12/31/2023,1799.8600,710832.4700,1.7010,-0.0613,-0.0595,1.0866,0.7400
MXCA,12/31/2023,2022.6622,2193971.4350,1.9414,-0.0108,-0.0107,0.9683,0.7400
MXCH,12/31/2023,1709.3184,1817711.1100,3.7956,-0.0082,-0.0082,1.0031,0.5300
MXCL,12/31/2023,1098.0700,86864.1300,1.2248,-0.1192,-0.1123,0.8465,0.9200
MXCN,12/31/2023,7.1633,8545751.1130,1.2294,-0.1122,-0.1061,0.7965,0.6800
MXCO,12/31/2023,403.0600,12312.2100,0.8854,0.0193,0.0195,0.8906,0.8600
MXCZ,12/31/2023,14.1914,31419.2533,1.7461,-0.0674,-0.0651,1.0455,0.2800
MXDE,12/31/2023,176.7474,1806981.3350,1.4603,-0.0124,-0.0123,1.0194,0.8300
MXDK,12/31/2023,2915.9960,625491.9282,6.0395,0.0460,0.0471,1.2267,0.4900
MXEG,12/31/2023,162.1198,9932.7453,2.7600,0.1803,0.1976,1.4801,0.2200
MXES,12/31/2023,138.3443,629003.5910,1.2995,-0.0191,-0.0189,1.1330,0.6300
MXFI,12/31/2023,137.8132,211235.7482,1.9862,-0.0072,-0.0071,0.8644,0.6700
MXFR,12/31/2023,233.9372,2886157.9320,1.9848,-0.0031,-0.0031,1.0197,0.7600
MXGB,12/31/2023,2827.4767,2511907.1940,1.7570,-0.0165,-0.0164,0.9812,0.4700
MXGR,12/31/2023,5.5099,50888.7238,0.7355,0.0559,0.0575,1.2713,0.6100
MXHK,12/31/2023,1418.9025,588980.8911,0.9753,-0.1020,-0.0970,0.7524,0.3100
MXHU,12/31/2023,7.0291,24216.6198,0.9748,0.0254,0.0258,1.2652,0.6100
MXID,12/31/2023,0.4908,332043.9165,2.2682,-0.0198,-0.0196,0.9638,0.1300
MXIE,12/31/2023,64.8572,93579.3838,1.7608,0.0478,0.0489,1.0176,0.9500
MXIL,12/31/2023,201.2700,138306.9200,1.8780,0.0169,0.0170,0.9751,0.9400
MXIN,12/31/2023,29.8896,2894169.4110,4.2701,0.0242,0.0245,1.1389,0.3400
MXIT,12/31/2023,86.4762,601980.7984,1.2757,-0.0042,-0.0042,1.1313,0.8100
MXJP,12/31/2023,10.2832,4693320.8470,1.4199,0.0428,0.0438,1.0627,0.3400
MXKR,12/31/2023,0.6450,1399944.2640,1.0477,-0.1020,-0.0970,1.0119,0.4200
MXMX,12/31/2023,7051.7800,400818.8500,2.1383,-0.0189,-0.0188,1.0662,0.8000
MXMY,12/31/2023,100.4750,217809.6498,1.3473,-0.0051,-0.0051,0.8884,0.1600
MXNL,12/31/2023,255.5784,944355.2739,2.9569,0.0561,0.0578,1.0058,1.1200
MXNO,12/31/2023,344.3838,240928.7160,1.7370,-0.0632,-0.0612,0.9843,0.2900
MXNZ,12/31/2023,100.3209,42171.2429,2.8084,-0.0280,-0.0276,0.9026,0.2300
MXPE,12/31/2023,1635.7100,82655.3400,2.0314,-0.0221,-0.0219,0.9688,1.1700
MXPH,12/31/2023,20.4688,120779.0222,1.7078,0.0127,0.0127,0.9237,0.2000
MXPL,12/31/2023,384.4567,124612.2469,1.1484,-0.0395,-0.0388,1.2571,0.9200
MXPT,12/31/2023,57.6213,70145.6677,2.0937,-0.0941,-0.0898,1.0029,0.4300
MXRU,12/31/2023,,94972.6500,4.9415,,,,
MXSE,12/31/2023,1865.7289,691373.3092,2.1658,-0.0485,-0.0474,1.0046,0.8200
MXSG,12/31/2023,1012.4185,354248.6991,1.3141,-0.0464,-0.0453,0.8703,0.5000
MXTH,12/31/2023,13.8359,321399.9038,1.6686,-0.0793,-0.0763,0.7905,0.2400
MXTR,12/31/2023,261951.7404,108152.7804,1.6438,0.0982,0.1032,1.0614,0.4500
MXTW,12/31/2023,22.4553,1416246.0280,2.4132,-0.0162,-0.0161,1.0692,0.3400
MXUS,12/31/2023,4552.0100,43909942.8300,4.5540,0.0146,0.0147,1.1230,1.1800
MXZA,12/31/2023,85.2098,269874.1599,1.7546,-0.0642,-0.0622,0.8871,0.5900
MXAT,11/30/2023,159.4732,52564.0620,0.9561,0.0174,0.0176,1.0167,0.8700
MXAU,11/30/2023,936.3116,1190299.8640,2.1113,0.1051,0.1108,0.6185,0.2700
MXBE,11/30/2023,80.0088,249630.2893,1.5627,0.0311,0.0316,0.9426,0.6100
MXBR,11/30/2023,1690.2900,666282.7600,1.5975,0.0628,0.0648,1.0254,0.7300
MXCA,11/30/2023,1897.9242,2058810.2230,1.8685,0.0637,0.0657,0.9581,0.7400
MXCH,11/30/2023,1602.6746,1698590.7310,3.7102,0.0644,0.0665,0.9789,0.5400
MXCL,11/30/2023,1038.5500,81265.5900,1.1584,0.0557,0.0573,0.8461,0.9300
MXCN,11/30/2023,7.3534,8592014.3610,1.2614,-0.0262,-0.0258,0.8683,0.6900
MXCO,11/30/2023,365.3500,11286.3700,0.8576,0.0982,0.1032,0.8579,0.8400
MXCZ,11/30/2023,14.2014,31706.4026,1.7472,-0.0007,-0.0007,1.1755,0.3000
MXDE,11/30/2023,168.6970,1739897.6720,1.4161,0.0466,0.0477,1.0104,0.8400
MXDK,11/30/2023,2800.8456,598338.6905,5.8955,0.0403,0.0411,1.1557,0.5200
MXEG,11/30/2023,169.5226,10286.5744,2.8832,-0.0447,-0.0437,1.1752,0.2300
MXES,11/30/2023,135.6132,615889.2117,1.2941,0.0199,0.0201,1.0933,0.6300
MXFI,11/30/2023,131.8017,163696.4766,1.9300,0.0446,0.0456,0.8084,0.6700
MXFR,11/30/2023,222.9945,2758189.1590,1.9222,0.0479,0.0491,1.0342,0.7700
MXGB,11/30/2023,2696.9571,2399839.8580,1.6949,0.0473,0.0484,0.9835,0.4700
MXGR,11/30/2023,5.4559,50476.0718,0.7399,0.0098,0.0099,1.2989,0.6100
MXHK,11/30/2023,1348.9296,544999.9324,0.9272,0.0506,0.0519,0.7807,0.3200
MXHU,11/30/2023,6.6057,22870.6087,0.9250,0.0621,0.0641,1.2530,0.5900
MXID,11/30/2023,0.4699,290258.9218,2.1952,0.0435,0.0445,0.9240,0.1400
MXIE,11/30/2023,60.6573,88129.2348,1.6731,0.0669,0.0692,1.0795,0.9500
MXIL,11/30/2023,187.3700,128736.5400,1.7483,0.0716,0.0742,0.8759,0.9600
MXIN,11/30/2023,27.6577,2591012.6080,3.9594,0.0776,0.0807,1.0376,0.3500
MXIT,11/30/2023,83.5808,578608.9835,1.2527,0.0341,0.0346,1.1585,0.8100
MXJP,11/30/2023,9.8289,4546476.1690,1.4274,0.0452,0.0462,1.0337,0.3600
MXKR,11/30/2023,0.6024,1320664.3090,0.9886,0.0683,0.0707,0.9832,0.4200
MXMX,11/30/2023,6457.8900,360930.6900,1.9583,0.0880,0.0920,1.0872,0.7800
MXMY,11/30/2023,98.9106,218652.6399,1.3485,0.0157,0.0158,0.8888,0.1700
MXNL,11/30/2023,237.9901,886613.1471,2.7974,0.0713,0.0739,1.0175,1.1300
MXNO,11/30/2023,328.1652,232892.7447,1.7648,0.0482,0.0494,0.9193,0.3000
MXNZ,11/30/2023,94.2916,39438.3187,2.7206,0.0620,0.0639,0.8470,0.2200
MXPE,11/30/2023,1313.8700,68216.0800,1.6317,0.2191,0.2450,1.0180,1.1300
MXPH,11/30/2023,19.6102,115695.1301,1.6408,0.0429,0.0438,0.9019,0.1900
MXPL,11/30/2023,355.2964,115535.3890,1.0814,0.0789,0.0821,1.2204,0.9100
MXPT,11/30/2023,54.9292,66344.3208,2.0278,0.0478,0.0490,0.9169,0.4300
MXRU,11/30/2023,,95750.1000,4.9415,,,,
MXSE,11/30/2023,1658.8919,652251.2771,2.0085,0.1175,0.1247,0.9389,0.8300
MXSG,11/30/2023,942.9191,330466.5627,1.2409,0.0711,0.0737,0.9206,0.5000
MXTH,11/30/2023,13.0619,311183.3121,1.6246,0.0576,0.0593,0.8119,0.2400
MXTR,11/30/2023,280363.3314,117473.3749,1.7180,-0.0679,-0.0657,0.9035,0.4300
MXTW,11/30/2023,21.2227,1337049.3140,2.3326,0.0565,0.0581,1.0658,0.3400
MXUS,11/30/2023,4352.8600,42096829.4100,4.3531,0.0447,0.0458,1.0949,1.1800
MXZA,11/30/2023,80.2626,255730.1089,1.7079,0.0598,0.0616,0.8625,0.5800
MXAT,10/31/2023,146.5907,48864.4636,0.9319,0.0842,0.0879,1.0300,0.8800
MXAU,10/31/2023,861.3814,1092960.6050,2.0239,0.0834,0.0870,0.6283,0.2700
MXBE,10/31/2023,74.8499,230862.3927,1.4759,0.0667,0.0689,1.0127,0.6200
MXBR,10/31/2023,1495.7000,587839.6500,1.3894,0.1223,0.1301,1.0275,0.7200
MXCA,10/31/2023,1726.2987,1875284.2100,1.7803,0.0948,0.0994,0.9624,0.7400
MXCH,10/31/2023,1477.1548,1565985.2600,3.4701,0.0816,0.0850,1.0209,0.5400
MXCL,10/31/2023,940.1600,72925.9800,1.0180,0.0995,0.1047,0.8967,0.9000
MXCN,10/31/2023,7.1754,8413181.8420,1.2405,0.0245,0.0248,0.9547,0.6900
MXCO,10/31/2023,338.1000,10427.2600,0.7764,0.0775,0.0806,0.9549,0.8200
MXCZ,10/31/2023,13.6770,30519.8899,1.8279,0.0376,0.0383,1.1781,0.3100
MXDE,10/31/2023,149.2344,1542399.0520,1.3250,0.1226,0.1304,1.0585,0.8500
MXDK,10/31/2023,2604.3948,558593.2805,5.6821,0.0727,0.0754,1.2324,0.5200
MXEG,10/31/2023,138.3315,8577.1065,2.4742,0.2033,0.2255,1.2013,0.2300
MXES,10/31/2023,118.2074,535965.9210,1.2216,0.1374,0.1472,1.1735,0.6400
MXFI,10/31/2023,121.6337,150161.9259,1.8138,0.0803,0.0836,0.8445,0.6800
MXFR,10/31/2023,204.1398,2523414.4140,1.8453,0.0883,0.0924,1.0712,0.7900
MXGB,10/31/2023,2550.9707,2268402.2920,1.6654,0.0557,0.0572,1.0237,0.4800
MXGR,10/31/2023,4.9808,46093.2595,0.8200,0.0911,0.0954,1.3461,0.6200
MXHK,10/31/2023,1348.9924,549890.2457,0.9290,0.0000,0.0000,0.8631,0.3100
MXHU,10/31/2023,6.0990,21292.0683,0.9751,0.0798,0.0831,1.2417,0.6000
MXID,10/31/2023,0.4405,273804.8170,2.1073,0.0645,0.0667,0.9653,0.1500
MXIE,10/31/2023,57.0733,82753.0543,1.6211,0.0609,0.0628,1.1646,0.9500
MXIL,10/31/2023,161.3000,110961.5600,1.4568,0.1498,0.1616,0.9469,0.9400
MXIN,10/31/2023,25.9529,2430821.2940,3.7881,0.0636,0.0657,1.0122,0.3600
MXIT,10/31/2023,76.2246,527758.1707,1.2181,0.0921,0.0965,1.1730,0.8300
MXJP,10/31/2023,9.0765,4204158.0810,1.3869,0.0796,0.0829,1.0895,0.3600
MXKR,10/31/2023,0.5220,1135257.2920,0.9760,0.1432,0.1540,0.9889,0.4000
MXMX,10/31/2023,5628.0000,314606.3500,1.7066,0.1375,0.1475,1.0793,0.7600
MXMY,10/31/2023,96.1343,213307.4615,1.3399,0.0285,0.0289,0.9028,0.1700
MXNL,10/31/2023,210.6963,788654.7361,2.6638,0.1218,0.1295,1.0045,1.1400
MXNO,10/31/2023,317.5948,227880.7477,1.6371,0.0327,0.0333,0.9539,0.3200
MXNZ,10/31/2023,82.4411,34595.0635,2.5161,0.1343,0.1437,0.9173,0.2000
MXPE,10/31/2023,1279.4200,66977.8600,1.5762,0.0266,0.0269,0.9720,1.1300
MXPH,10/31/2023,18.1644,107613.7383,1.5837,0.0766,0.0796,0.9415,0.2000
MXPL,10/31/2023,324.5241,105259.9601,1.0908,0.0906,0.0948,1.1268,0.9000
MXPT,10/31/2023,50.3899,60757.1134,2.0641,0.0863,0.0901,0.9472,0.4200
MXRU,10/31/2023,,96100.0400,4.9415,,,,
MXSE,10/31/2023,1442.8777,564654.7990,1.8644,0.1395,0.1497,0.9891,0.8300
MXSG,10/31/2023,929.6561,325299.9672,1.2927,0.0142,0.0143,0.9564,0.5100
MXTH,10/31/2023,12.8599,305778.2435,1.7001,0.0156,0.0157,0.8723,0.2500
MXTR,10/31/2023,259999.1519,109427.7490,1.7608,0.0754,0.0783,1.1254,0.4400
MXTW,10/31/2023,18.7942,1185920.1120,2.2143,0.1215,0.1292,1.0201,0.3300
MXUS,10/31/2023,3985.5900,38583755.4600,4.0485,0.0881,0.0921,1.0543,1.1900
MXZA,10/31/2023,74.4967,236934.8445,1.5699,0.0745,0.0774,0.8393,0.5700
MXAT,9/30/2023,147.7112,49365.6772,0.9387,-0.0076,-0.0076,1.2303,0.8700
MXAU,9/30/2023,905.2504,1162586.5790,2.0933,-0.0497,-0.0485,0.6951,0.2600
MXBE,9/30/2023,77.5896,238385.7865,1.5295,-0.0359,-0.0353,1.1586,0.6100
MXBR,9/30/2023,1554.6800,608583.2800,1.4441,-0.0387,-0.0379,0.9791,0.7100
MXCA,9/30/2023,1828.7191,1986501.1670,1.8406,-0.0576,-0.0560,1.0553,0.7400
MXCH,9/30/2023,1548.1575,1638418.6900,3.6565,-0.0469,-0.0459,1.1659,0.5400
MXCL,9/30/2023,1033.9600,79059.1000,1.1195,-0.0951,-0.0907,1.0107,0.8900
MXCN,9/30/2023,7.4978,8727184.5440,1.2971,-0.0439,-0.0430,1.2741,0.7000
MXCO,9/30/2023,357.2800,10935.3700,0.8205,-0.0552,-0.0537,0.9607,0.8100
MXCZ,9/30/2023,13.5294,30282.8307,1.7920,0.0108,0.0109,1.2432,0.3000
MXDE,9/30/2023,155.9726,1616111.9590,1.3845,-0.0442,-0.0432,1.2833,0.8500
MXDK,9/30/2023,2593.2316,559872.6886,5.6514,0.0043,0.0043,1.4245,0.5200
MXEG,9/30/2023,134.9147,8298.0079,2.4107,0.0250,0.0253,1.3509,0.2500
MXES,9/30/2023,123.9742,561680.8781,1.2809,-0.0476,-0.0465,1.3257,0.6400
MXFI,9/30/2023,126.4071,157123.4506,1.9092,-0.0385,-0.0378,0.9906,0.6700
MXFR,9/30/2023,211.8879,2609208.7520,1.9023,-0.0373,-0.0366,1.2663,0.7900
MXGB,9/30/2023,2661.2009,2370754.3920,1.7291,-0.0423,-0.0414,1.1477,0.4800
MXGR,9/30/2023,4.9294,45844.2424,0.8113,0.0104,0.0104,1.6252,0.6000
MXHK,9/30/2023,1378.9497,570499.7405,0.9503,-0.0220,-0.0217,1.1366,0.3100
MXHU,9/30/2023,5.9840,20857.6919,0.9732,0.0190,0.0192,1.5861,0.6100
MXID,9/30/2023,0.4816,298403.6856,2.3309,-0.0892,-0.0853,1.0121,0.1300
MXIE,9/30/2023,60.9293,88310.5870,1.7301,-0.0654,-0.0633,1.4116,0.9400
MXIL,9/30/2023,184.5900,126643.8200,1.6671,-0.1349,-0.1262,0.9219,0.9500
MXIN,9/30/2023,26.7557,2502517.5660,3.8950,-0.0305,-0.0300,1.0475,0.3500
MXIT,9/30/2023,77.0713,536003.7940,1.2313,-0.0110,-0.0110,1.3826,0.8300
MXJP,9/30/2023,9.4976,4393158.0430,1.4312,-0.0453,-0.0443,1.2329,0.3600
MXKR,9/30/2023,0.5588,1235271.1500,0.9336,-0.0681,-0.0658,1.2080,0.4100
MXMX,9/30/2023,6034.5800,338035.1300,1.8878,-0.0698,-0.0674,1.2162,0.7500
MXMY,9/30/2023,96.3046,214425.0851,1.3226,-0.0018,-0.0018,1.0139,0.1600
